ID,Name,InChI,InChIKey,SMILES,Solubility,Prediction
H-117,"2,4-Dichlorobiphenyl  ",InChI=1S/C12H8Cl2/c13-10-6-7-11(12(14)8-10)9-4-2-1-3-5-9/h1-8H,WEJZHZJJXPXXMU-UHFFFAOYSA-N,ClC1=CC=C(C2=CC=CC=C2)C(Cl)=C1,-5.25,-5.66
H-118,"4,4'-Dichlorobiphenyl  ",InChI=1S/C12H8Cl2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,YTBRNEUEFCNVHC-UHFFFAOYSA-N,ClC1=CC=C(C2=CC=C(Cl)C=C2)C=C1,-6.56,-5.59
H-119,"2,2'-Dichlorobiphenyl  ",InChI=1S/C12H8Cl2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H,JAYCNKDKIKZTAF-UHFFFAOYSA-N,ClC1=CC=CC=C1C1=CC=CC=C1Cl,-5.27,-5.65
H-120,"2,5-Dichlorobiphenyl  ",InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,KKQWHYGECTYFIA-UHFFFAOYSA-N,ClC1=CC=C(Cl)C(C2=CC=CC=C2)=C1,-5.24,-5.62
H-121,"2,4'-Dichlorobiphenyl  ",InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,UFNIBRDIUNVOMX-UHFFFAOYSA-N,ClC1=CC=C(C2=C(Cl)C=CC=C2)C=C1,-5.28,-5.65
H-122,"3,3'-Dichlorobiphenyl  ",InChI=1S/C12H8Cl2/c13-11-5-1-3-9(7-11)10-4-2-6-12(14)8-10/h1-8H,KTXUOWUHFLBZPW-UHFFFAOYSA-N,ClC1=CC=CC(C2=CC(Cl)=CC=C2)=C1,-5.8,-5.62
H-123,"3,4-Dichlorobiphenyl  ",InChI=1S/C12H8Cl2/c13-11-7-6-10(8-12(11)14)9-4-2-1-3-5-9/h1-8H,ZGHQUYZPMWMLBM-UHFFFAOYSA-N,ClC1=CC=C(C2=CC=CC=C2)C=C1Cl,-6.39,-5.57
H-124,"2,6-Dichlorobiphenyl  ",InChI=1S/C12H8Cl2/c13-10-7-4-8-11(14)12(10)9-5-2-1-3-6-9/h1-8H,IYZWUWBAFUBNCH-UHFFFAOYSA-N,ClC1=CC=CC(Cl)=C1C1=CC=CC=C1,-5.21,-5.64
H-125,"1,1-Dichlorobutane  ","InChI=1S/C4H8Cl2/c1-2-3-4(5)6/h4H,2-3H2,1H3",SEQRDAAUNCRFIT-UHFFFAOYSA-N,CCCC(Cl)Cl,-2.4,-2.34
H-126,"2,3-Dichlorobutane  ","InChI=1S/C4H8Cl2/c1-3(5)4(2)6/h3-4H,1-2H3",RMISVOPUIFJTEO-UHFFFAOYSA-N,CC(Cl)C(C)Cl,-2.7,-2.23
H-127,"2,8-Dichlorodibenzofuran  ",InChI=1S/C12H6Cl2O/c13-7-1-3-11-9(5-7)10-6-8(14)2-4-12(10)15-11/h1-6H,IVVRJIDVYSPKFZ-UHFFFAOYSA-N,ClC1=CC=C2OC3=CC=C(Cl)C=C3C2=C1,-7.21,-4.42
H-128,"2,7-Dichlorodibenzo-p-dioxin  ",InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,NBFMTHWVRBOVPE-UHFFFAOYSA-N,ClC1=CC=C2OC3=CC(Cl)=CC=C3OC2=C1,-7.83,-4.56
H-129,"2,8-Dichlorodibenzo-p-dioxin  ",InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-12-6-8(14)2-4-10(12)15-9/h1-6H,WMWJCKBJUQDYLM-UHFFFAOYSA-N,ClC1=CC=C2OC3=CC=C(Cl)C=C3OC2=C1,-7.18,-4.56
H-130,Dichlorodifluoromethane  ,"InChI=1S/CCl2F2/c2-1(3,4)5",PXBRQCKWGAHEHS-UHFFFAOYSA-N,FC(F)(Cl)Cl,-1.99,-1.28
H-131,"2,6-Dichlorodiphenyl ether  ",InChI=1S/C12H8Cl2O/c13-10-7-4-8-11(14)12(10)15-9-5-2-1-3-6-9/h1-8H,IRLZOQDGEAEIPX-UHFFFAOYSA-N,ClC1=CC=CC(Cl)=C1OC1=CC=CC=C1,-5.06,-5.1
H-132,"2,4'-Dichlorodiphenyl ether  ",InChI=1S/C12H8Cl2O/c13-9-5-7-10(8-6-9)15-12-4-2-1-3-11(12)14/h1-8H,MWKULKMSBBSGTP-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=CC=C2)C=C1,-5.52,-5.15
H-133,"1,1-Dichloroethane  ","InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",SCYULBFZEHDVBN-UHFFFAOYSA-N,CC(Cl)Cl,-1.29,-1.15
H-134,"1,2-Dichloroethane  ",InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,-1.06,-1.22
H-135,"1,1-Dichloroethylene  ",InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,LGXVIGDEPROXKC-UHFFFAOYSA-N,C=C(Cl)Cl,-1.64,-1.54
H-136,"1,2-Dichloroethylene  ",InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H,KFUSEUYYWQURPO-UHFFFAOYSA-N,ClC=CCl,-1.3,-1.18
H-137,"2,2'-Dichloroethyl ether  ","InChI=1S/C4H6Cl4O/c5-3(6)1-9-2-4(7)8/h3-4H,1-2H2",SXQXMKMHOFIAHT-UHFFFAOYSA-N,ClC(Cl)COCC(Cl)Cl,-1.12,-2.62
H-138,Dichloromethane  ,InChI=1S/CH2Cl2/c2-1-3/h1H2,YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,-0.63,-0.69
H-139,"1,3-Dichloropropane  ",InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,YHRUOJUYPBUZOS-UHFFFAOYSA-N,ClCCCCl,-1.62,-1.75
H-140,"1,2-Dichloropropane  ","InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",KNKRKFALVUDBJE-UHFFFAOYSA-N,CC(Cl)CCl,-1.6,-1.73
H-141,"4,5-Dichloroveratrole  ","InChI=1S/C8H8Cl2O2/c1-11-7-3-5(9)6(10)4-8(7)12-2/h3-4H,1-2H3",RJYXLZQZBLGBOM-UHFFFAOYSA-N,COC1=CC(Cl)=C(Cl)C=C1OC,-3.46,-3.54
H-142,"1,2-Diethoxyethane  ","InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",LZDKZFUFMNSQCJ-UHFFFAOYSA-N,CCOCCOCC,-0.77,-0.59
H-143,"1,1-Diethoxyethane  ","InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3",DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC,-0.43,-0.64
H-144,"1,4-Diethylbenzene  ","InChI=1S/C10H14/c1-3-9-5-7-10(4-2)8-6-9/h5-8H,3-4H2,1-2H3",DSNHSQKRULAAEI-UHFFFAOYSA-N,CCC1=CC=C(CC)C=C1,-3.75,-3.85
H-145,Diethyl ether  ,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-0.09,-0.28
H-146,Diethyl phthalate  ,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",FLKPEMZONWLCSK-UHFFFAOYSA-N,CCOC(=O)C1=CC=CC=C1C(=O)OCC,-2.35,-2.76
H-147,"1,4-Diiodobenzene  ",InChI=1S/C6H4I2/c7-5-1-2-6(8)4-3-5/h1-4H,LFMWZTSOMGDDJU-UHFFFAOYSA-N,IC1=CC=C(I)C=C1,-5.37,-3.89
H-148,"1,2-Diiodoethylene  ",InChI=1S/C2H2I2/c3-1-2-4/h1-2H,CVOGMKGEVNGRSK-UHFFFAOYSA-N,IC=CI,-3.22,-3.02
H-149,Diisobutyl phthalate  ,"InChI=1S/C16H22O4/c1-11(2)9-19-15(17)13-7-5-6-8-14(13)16(18)20-10-12(3)4/h5-8,11-12H,9-10H2,1-4H3",MGWAVDBGNNKXQV-UHFFFAOYSA-N,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,-4.66,-4.16
H-150,Diisopropyl ether  ,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,CC(C)OC(C)C,-1.1,-1.2
H-151,Diisopropylketone  ,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3",HXVNBWAKAOHACI-UHFFFAOYSA-N,CC(C)C(=O)C(C)C,-1.3,-1.2
H-152,"2,5-Dimethoxybenzaldehyde  ","InChI=1S/C9H10O3/c1-11-8-3-4-9(12-2)7(5-8)6-10/h3-6H,1-2H3",AFUKNJHPZAVHGQ-UHFFFAOYSA-N,COC1=CC=C(OC)C(C=O)=C1,-2.32,-2.06
H-153,Dimethoxymethane  ,"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3",NKDDWNXOKDWJAK-UHFFFAOYSA-N,COCOC,0.48,0.61
H-154,"2,2-Dimethyl-1-Butanol  ","InChI=1S/C6H14O/c1-4-6(2,3)5-7/h7H,4-5H2,1-3H3",XRMVWAKMXZNZIL-UHFFFAOYSA-N,CCC(C)(C)CO,-1.04,-0.81
H-155,"3,3-Dimethyl-1-Butanol  ","InChI=1S/C6H14O/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3",DUXCSEISVMREAX-UHFFFAOYSA-N,CC(C)(C)CCO,-0.5,-0.95
H-156,"2,2-Dimethyl-1-pentanol  ","InChI=1S/C7H16O/c1-4-5-7(2,3)6-8/h8H,4-6H2,1-3H3",QTOMCRXZFDHJOL-UHFFFAOYSA-N,CCCC(C)(C)CO,-1.52,-1.38
H-157,"2,4-Dimethyl-1-pentanol  ","InChI=1S/C7H16O/c1-6(2)4-7(3)5-8/h6-8H,4-5H2,1-3H3",OVOVDHYEOQJKMD-UHFFFAOYSA-N,CC(C)CC(C)CO,-1.6,-1.29
H-158,"4,4-Dimethyl-1-pentanol  ","InChI=1S/C7H16O/c1-7(2,3)5-4-6-8/h8H,4-6H2,1-3H3",OWCNPTHAWPMOJU-UHFFFAOYSA-N,CC(C)(C)CCCO,-1.55,-1.5
H-159,"2,2-Dimethyl-1-pentanol  ","InChI=1S/C7H16O/c1-4-5-7(2,3)6-8/h8H,4-6H2,1-3H3",QTOMCRXZFDHJOL-UHFFFAOYSA-N,CCCC(C)(C)CO,-0.4,-1.38
H-160,"3,3-Dimethyl-2-Butanol  ","InChI=1S/C6H14O/c1-5(7)6(2,3)4/h5,7H,1-4H3",DFOXKPDFWGNLJU-UHFFFAOYSA-N,CC(O)C(C)(C)C,-0.62,-0.63
H-161,"2,3-Dimethyl-2-Butanol  ","InChI=1S/C6H14O/c1-5(2)6(3,4)7/h5,7H,1-4H3",IKECULIHBUCAKR-UHFFFAOYSA-N,CC(C)C(C)(C)O,-0.41,-0.51
H-162,"2,4-Dimethyl-2-pentanol  ","InChI=1S/C7H16O/c1-6(2)5-7(3,4)8/h6,8H,5H2,1-4H3",FMLSQAUAAGVTJO-UHFFFAOYSA-N,CC(C)CC(C)(C)O,-0.92,-1
H-163,"2,3-Dimethyl-2-pentanol  ","InChI=1S/C7H16O/c1-5-6(2)7(3,4)8/h6,8H,5H2,1-4H3",YRSIFCHKXFKNME-UHFFFAOYSA-N,CCC(C)C(C)(C)O,-0.89,-0.94
H-164,"2,2-Dimethyl-3-pentanol  ","InChI=1S/C7H16O/c1-5-6(8)7(2,3)4/h6,8H,5H2,1-4H3",HMSVXZJWPVIVIV-UHFFFAOYSA-N,CCC(O)C(C)(C)C,-1.15,-0.98
H-165,"2,4-Dimethyl-3-pentanol  ","InChI=1S/C7H16O/c1-5(2)7(8)6(3)4/h5-8H,1-4H3",BAYAKMPRFGNNFW-UHFFFAOYSA-N,CC(C)C(O)C(C)C,-1.22,-1.09
H-166,"2,3-Dimethyl-3-pentanol  ","InChI=1S/C7H16O/c1-5-7(4,8)6(2)3/h6,8H,5H2,1-4H3",RFZHJHSNHYIRNE-UHFFFAOYSA-N,CCC(C)(O)C(C)C,-0.85,-0.89
H-167,"N,N-Dimethylacetamide  ",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,FXHOOIRPVKKKFG-UHFFFAOYSA-N,CC(=O)N(C)C,1.11,0.93
H-168,"1,2-Dimethylbenzene  ","InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N,CC1=CC=CC=C1C,-2.8,-2.71
H-169,"1,3-Dimethylbenzene  ","InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N,CC1=CC=CC(C)=C1,-2.82,-2.72
H-170,"1,4-Dimethylbenzene  ","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N,CC1=CC=C(C)C=C1,-2.77,-2.72
H-171,"2,2-Dimethylbutane  ","InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3",HNRMPXKDFBEGFZ-UHFFFAOYSA-N,CCC(C)(C)C,-3.55,-2.97
H-172,"2,3-Dimethylbutanol  ","InChI=1S/C6H14O/c1-5(2)6(3)4-7/h5-7H,4H2,1-3H3",SXSWMAUXEHKFGX-UHFFFAOYSA-N,CC(C)C(C)CO,-0.39,-0.96
H-173,"1,2-Dimethylcyclohexane  ","InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3",KVZJLSYJROEPSQ-UHFFFAOYSA-N,CC1CCCCC1C,-4.3,-4.17
H-174,"1,4-Dimethylnaphthalene  ","InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3",APQSQLNWAIULLK-UHFFFAOYSA-N,CC1=C2C=CC=CC2=C(C)C=C1,-4.14,-4.62
H-175,"2,4-Dimethylpentane  ","InChI=1S/C7H16/c1-6(2)5-7(3)4/h6-7H,5H2,1-4H3",BZHMBWZPUJHVEE-UHFFFAOYSA-N,CC(C)CC(C)C,-4.26,-3.61
H-176,Dimethyl phthalate  ,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",NIQCNGHVCWTJSM-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1C(=O)OC,-1.66,-2.25
H-177,Dimethyl terephthalate  ,"InChI=1S/C10H10O4/c1-13-9(11)7-3-5-8(6-4-7)10(12)14-2/h3-6H,1-2H3",WOZVHXUHUFLZGK-UHFFFAOYSA-N,COC(=O)C1=CC=C(C(=O)OC)C=C1,-4.01,-2.28
H-178,"1,4-Dipentadiene  ","InChI=1S/C10H14/c1-4-6-7-9-10(3)8-5-2/h4-9H,2H2,1,3H3",JXQNEJRKTHOCGQ-UHFFFAOYSA-N,C=CC=C(C)C=CC=CC,-2.09,-3.49
H-179,Diphenyl ether  ,InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,USIUVYZYUHIAEV-UHFFFAOYSA-N,C1=CC=C(OC2=CC=CC=C2)C=C1,-3.91,-3.59
H-180,Diphenylmethane  ,"InChI=1S/C13H12/c1-3-7-12(8-4-1)11-13-9-5-2-6-10-13/h1-10H,11H2",CZZYITDELCSZES-UHFFFAOYSA-N,C1=CC=C(CC2=CC=CC=C2)C=C1,-4.08,-4.62
H-181,Dipropyl ether  ,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC,-1.62,-1.18
H-182,Enanthaldehyde  ,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",FXHGMKSSBGDXIY-UHFFFAOYSA-N,CCCCCCC=O,-1.7,-1.93
H-183,Epichlorohydrin  ,"InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2",BRLQWZUYTZBJKN-UHFFFAOYSA-N,ClCC1CO1,-0.15,-0.11
H-184,4-Ethoxy-3-methoxybenzaldehyde  ,"InChI=1S/C10H12O3/c1-3-13-9-5-4-8(7-11)6-10(9)12-2/h4-7H,3H2,1-2H3",BERFDQAMXIBOHM-UHFFFAOYSA-N,CCOC1=CC=C(C=O)C=C1OC,-2.19,-2.43
H-185,3-Ethoxy-4-hydroxybenzaldehyde  ,"InChI=1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3",CBOQJANXLMLOSS-UHFFFAOYSA-N,CCOC1=CC(C=O)=CC=C1O,-1.77,-1.79
H-186,2-Ethyl-1-Butanol  ,"InChI=1S/C6H14O/c1-3-6(4-2)5-7/h6-7H,3-5H2,1-2H3",TZYRSLHNPKPEFV-UHFFFAOYSA-N,CCC(CC)CO,-1.17,-0.92
H-187,2-Ethyl-1-Hexanol  ,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,-2.11,-2.21
H-188,1-Ethyl-2-methylbenzene  ,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",HYFLWBNQFMXCPA-UHFFFAOYSA-N,CCC1=CC=CC=C1C,-3.21,-3.33
H-189,2-Ehyl-2-propanol  ,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(C)(C)O,0.08,-0.2
H-190,3-ethyl-3-pentanol  ,"InChI=1S/C7H16O/c1-4-7(8,5-2)6-3/h8H,4-6H2,1-3H3",XKIRHOWVQWCYBT-UHFFFAOYSA-N,CCC(O)(CC)CC,-0.85,-0.98
H-191,1-Ethyl-4-methylbenzene  ,"InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3",JRLPEMVDPFPYPJ-UHFFFAOYSA-N,CCC1=CC=C(C)C=C1,-3.11,-3.36
H-192,Ethyl acetate  ,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,-0.04,0.14
H-193,Ethyl acrylate  ,"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3",JIGUQPWFLRLWPJ-UHFFFAOYSA-N,C=CC(=O)OCC,-0.74,-0.41
H-194,Ethyl benzoate  ,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)C1=CC=CC=C1,-2.32,-2.26
H-195,Ethyl butyrate  ,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3",OBNCKNCVKJNDBV-UHFFFAOYSA-N,CCCC(=O)OCC,-1.28,-0.99
H-196,Ethyl caprylate  ,"InChI=1S/C10H20O2/c1-3-5-6-7-8-9-10(11)12-4-2/h3-9H2,1-2H3",YYZUSRORWSJGET-UHFFFAOYSA-N,CCCCCCCC(=O)OCC,-3.39,-3.33
H-197,Ethylenedichloride  ,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,-1.08,-1.22
H-198,Ethylene glycol  ,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,0.08,1.18
H-199,Ethyl formate  ,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",WBJINCZRORDGAQ-UHFFFAOYSA-N,CCOC=O,0.15,0.61
H-200,Ethyl heptylate  ,"InChI=1S/C9H18O2/c1-3-5-6-7-8-9(10)11-4-2/h3-8H2,1-2H3",TVQGDYNRXLTQAP-UHFFFAOYSA-N,CCCCCCC(=O)OCC,-2.71,-2.72
H-201,Ethyl isopropyl ether  ,"InChI=1S/C5H12O/c1-4-6-5(2)3/h5H,4H2,1-3H3",XSJVWZAETSBXKU-UHFFFAOYSA-N,CCOC(C)C,-0.55,-0.64
H-202,Ethyl pelargonate  ,"InChI=1S/C11H22O2/c1-3-5-6-7-8-9-10-11(12)13-4-2/h3-10H2,1-2H3",BYEVBITUADOIGY-UHFFFAOYSA-N,CCCCCCCCC(=O)OCC,-3.8,-3.86
H-203,Ethyl propionate  ,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",FKRCODPIKNYEAC-UHFFFAOYSA-N,CCOC(=O)CC,-0.66,-0.38
H-204,Ethyl propyl ether  ,"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3",NVJUHMXYKCUMQA-UHFFFAOYSA-N,CCCOCC,-0.66,-0.75
H-205,Ethyl valerate  ,"InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3",ICMAFTSLXCXHRK-UHFFFAOYSA-N,CCCCC(=O)OCC,-1.75,-1.55
H-206,Ethyl vinyl ether  ,"InChI=1S/C4H8O/c1-3-5-4-2/h3H,1,4H2,2H3",FJKIXWOMBXYWOQ-UHFFFAOYSA-N,C=COCC,-0.85,-0.76
H-207,Fluoranthene  ,InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,GVEPBJHOBDJJJI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C1=CC=CC3=CC=CC2=C31,-5.92,-6.3
H-208,Fluorene  ,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",NIHNNTQXNPWCJQ-UHFFFAOYSA-N,C1=CC2=C(C=C1)C1=C(C=CC=C1)C2,-5,-4.82
H-209,1-Fluoro-4-iodobenzene  ,InChI=1S/C6H4FI/c7-5-1-3-6(8)4-2-5/h1-4H,KGNQDBQYEBMPFZ-UHFFFAOYSA-N,FC1=CC=C(I)C=C1,-3.13,-3.14
H-210,Flurobenzene  ,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,PYLWMHQQBFSUBP-UHFFFAOYSA-N,FC1=CC=CC=C1,-1.8,-1.41
H-211,Furan  ,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,YLQBMQCUIZJEEH-UHFFFAOYSA-N,C1=COC=C1,-0.82,-0.63
H-212,Furfural  ,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=CC1=CC=CO1,-0.1,-0.79
H-213,"2,2',3,4,4',5',6-Heptachlorobiphenyl  ",InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-8(16)3-9(17)11(18)12(10)19/h1-3H,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,ClC1=CC(Cl)=C(Cl)C=C1C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,-7.92,-8.77
H-214,"2,2',3,3',4,4',6-Heptachlorobiphenyl  ",InChI=1S/C12H3Cl7/c13-5-2-1-4(9(16)10(5)17)8-6(14)3-7(15)11(18)12(8)19/h1-3H,TZMHVHLTPWKZCI-UHFFFAOYSA-N,ClC1=CC=C(C2=C(Cl)C=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-8.3,-8.77
H-215,"2,2',3,4',5,5',6-Heptachlorobiphenyl  ",InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H,UDMZPLROONOSEF-UHFFFAOYSA-N,ClC1=CC(Cl)=C(Cl)C=C1C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,-8.94,-8.77
H-216,"1,2,3,4,6,7,8-Heptachlorodibenzofuran  ",InChI=1S/C12HCl7O/c13-3-1-2-4-6(15)7(16)8(17)10(19)12(4)20-11(2)9(18)5(3)14/h1H,WDMKCPIVJOGHBF-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C2=C1,-11.48,-5.58
H-217,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin  ",InChI=1S/C12HCl7O2/c13-2-1-3-10(7(17)4(2)14)21-12-9(19)6(16)5(15)8(18)11(12)20-3/h1H,WCLNVRQZUKYVAI-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1,-11.25,-7.53
H-218,"2,3,3',4,4',5,6-Heptachlorodiphenyl ether  ",InChI=1S/C12H3Cl7O/c13-5-2-1-4(3-6(5)14)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H,QLSBRXLSQINWHM-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C=C1Cl,-9.46,-8.5
H-219,"2,2',3,3',4,4',5-Heptachlorodiphenyl ether  ",InChI=1S/C12H3Cl7O/c13-4-1-2-6(10(17)8(4)15)20-7-3-5(14)9(16)12(19)11(7)18/h1-3H,BLBURLWSCHSPIS-UHFFFAOYSA-N,ClC1=CC=C(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-9.12,-8.5
H-220,"2,2',3,4,4',5,5'-Heptachlorodiphenyl ether  ",InChI=1S/C12H3Cl7O/c13-4-1-6(15)8(2-5(4)14)20-9-3-7(16)10(17)12(19)11(9)18/h1-3H,YBYYCWMPXZRBNJ-UHFFFAOYSA-N,ClC1=CC(Cl)=C(Cl)C=C1OC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-9.5,-8.46
H-221,"2,2',3,3',4',5,6-Heptachlorodiphenyl ether  ",InChI=1S/C12H3Cl7O/c13-4-1-2-7(11(19)8(4)16)20-12-9(17)5(14)3-6(15)10(12)18/h1-3H,RXPQVFMDOJTCKE-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C1Cl,-9.09,-8.45
H-222,"2,2',3,4',5,5',6-Heptachlorodiphenyl ether  ",InChI=1S/C12H3Cl7O/c13-4-1-6(15)9(3-5(4)14)20-12-10(18)7(16)2-8(17)11(12)19/h1-3H,BHJCMMGUFRZLKK-UHFFFAOYSA-N,ClC1=CC(Cl)=C(Cl)C=C1OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,-9.05,-8.43
H-223,Heptane  ,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,-4.53,-4.05
H-224,1-Heptanol  ,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",BBMCTIGTTCKYKF-UHFFFAOYSA-N,CCCCCCCO,-1.81,-1.7
H-225,2-Heptanol  ,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",CETWDUZRCINIHU-UHFFFAOYSA-N,CCCCCC(C)O,-1.55,-1.41
H-226,3-Heptanol  ,"InChI=1S/C7H16O/c1-3-5-6-7(8)4-2/h7-8H,3-6H2,1-2H3",RZKSECIXORKHQS-UHFFFAOYSA-N,CCCCC(O)CC,-1.47,-1.29
